product_id,product_name,product_type,category,price,cost,available_stock
363,Botanical Face Cleanser 150ml,Face Cleanser,Face Care,3.7,2.03,104
364,Botanical Conditioner 100ml,Conditioner,Conditioner,25.01,17.48,130
365,Glow Mascara 75ml,Mascara,Makeup,29.09,17.6,133
366,Botanical Scalp Serum 150ml,Scalp Serum,Hair Treatment,61.28,24.55,130
367,Revive Lip Balm 75ml,Lip Balm,Makeup,7.62,4.72,121
368,Nourish Body Wash 200ml,Body Wash,Body Care,8.61,3.7,108
369,Balance BB Cream 30ml,BB Cream,Face Care,31.2,15.31,134
370,Balance Blush 200ml,Blush,Makeup,27.68,17.79,109
371,Botanical Scalp Serum 30ml,Scalp Serum,Hair Treatment,64.16,32.5,128
372,Luxe Face Serum 150ml,Face Serum,Face Care,39.25,20.78,97
373,Hydra Hand Cream 150ml,Hand Cream,Hand Care,12.54,6.85,115
374,Revive Scalp Serum 50ml,Scalp Serum,Hair Treatment,15.05,6.4,120
375,Velvet Toner 75ml,Toner,Face Care,24.99,10.73,111
376,Radiant Hand Cream 150ml,Hand Cream,Hand Care,4.84,3.38,123
377,Botanical Leave-in Treatment 150ml,Leave-in Treatment,Hair Treatment,25.76,11.8,105
378,Hydra Leave-in Treatment 30ml,Leave-in Treatment,Hair Treatment,27.3,10.98,117
379,Nourish Body Scrub 150ml,Body Scrub,Body Care,8.6,5.2,113
380,Hydra Face Cleanser 30ml,Face Cleanser,Face Care,13.87,8.61,128
381,Hydra Cuticle Oil 50ml,Cuticle Oil,Nail Care,3.37,2.1,121
382,Bright Shampoo 75ml,Shampoo,Shampoo,34.57,19.86,102
383,Luxe Leave-in Treatment 50ml,Leave-in Treatment,Hair Treatment,22.97,11.16,138
384,Revive Scalp Serum 250ml,Scalp Serum,Hair Treatment,5.78,3.69,110
385,Luxe Top Coat 100ml,Top Coat,Nail Care,7.04,2.83,106
386,Balance Mascara 100ml,Mascara,Makeup,11.62,7.87,114
387,Repair Body Scrub 150ml,Body Scrub,Body Care,32.44,21.8,108
388,Soothing Foundation 75ml,Foundation,Makeup,24.62,13.75,125
389,Calming Mascara 75ml,Mascara,Makeup,8.52,5.31,110
390,Silk Body Lotion 50ml,Body Lotion,Body Care,10.23,4.89,125
391,Gentle Foundation 50ml,Foundation,Makeup,17.15,9.02,101
392,Calming Body Wash 250ml,Body Wash,Body Care,8.67,4.03,117
393,Fresh Lipstick 30ml,Lipstick,Makeup,10.84,5.77,113
394,Fresh Toner 150ml,Toner,Face Care,28.6,14.88,110
395,Repair Hair Oil 150ml,Hair Oil,Hair Treatment,6.16,2.69,111
396,Pure Blush 30ml,Blush,Makeup,14.67,6.0,104
397,Glow Face Cream 75ml,Face Cream,Face Care,13.83,7.47,126
398,Calming Mascara 100ml,Mascara,Makeup,15.89,8.14,120
399,Glow Nail Strengthener 30ml,Nail Strengthener,Nail Care,20.32,10.43,128
400,Clarifying Hand Cream 30ml,Hand Cream,Hand Care,26.89,14.92,122
401,Botanical Nail Brush 200ml,Nail Brush,Nail Tools,30.8,19.25,118
402,Botanical BB Cream 150ml,BB Cream,Face Care,12.49,5.96,131
403,Soothing Lip Balm 75ml,Lip Balm,Makeup,14.57,9.69,118
404,Bright Lip Balm 150ml,Lip Balm,Makeup,21.78,9.64,132
405,Repair Hair Mask 150ml,Hair Mask,Hair Mask,18.99,12.3,112
406,Repair Mascara 30ml,Mascara,Makeup,25.96,13.76,122
407,Luxe Top Coat 75ml,Top Coat,Nail Care,23.56,16.3,109
408,Pure Face Serum 150ml,Face Serum,Face Care,8.51,5.79,115
409,Balance Nail Polish 250ml,Nail Polish,Nail Care,73.67,36.16,111
410,Silk Hair Mask 100ml,Hair Mask,Hair Mask,16.49,7.44,134
411,Nourish Leave-in Treatment 200ml,Leave-in Treatment,Hair Treatment,28.78,13.41,131
412,Soothing Lip Balm 100ml,Lip Balm,Makeup,26.8,16.22,120
413,Radiant Hand Cream 150ml,Hand Cream,Hand Care,20.44,11.76,115
414,Pure Face Serum 200ml,Face Serum,Face Care,20.28,8.15,120
415,Clarifying Shampoo 30ml,Shampoo,Shampoo,34.53,17.2,115
416,Glow Shampoo 200ml,Shampoo,Shampoo,13.92,8.95,108
417,Calming Toner 200ml,Toner,Face Care,30.58,16.53,124
418,Luxe Scalp Serum 75ml,Scalp Serum,Hair Treatment,24.58,16.0,122
419,Fresh Shampoo 250ml,Shampoo,Shampoo,42.12,25.47,105
420,Clarifying Nail Strengthener 250ml,Nail Strengthener,Nail Care,11.05,4.49,106
421,Fresh Face Serum 75ml,Face Serum,Face Care,17.59,9.11,127
422,Velvet Nail Strengthener 250ml,Nail Strengthener,Nail Care,8.3,5.47,113
423,Revive Body Lotion 75ml,Body Lotion,Body Care,39.96,19.94,117
424,Nourish Lip Balm 200ml,Lip Balm,Makeup,9.1,4.75,118
425,Nourish Lipstick 50ml,Lipstick,Makeup,21.45,10.56,119
426,Repair Nail Brush 100ml,Nail Brush,Nail Tools,11.44,5.82,126
427,Radiant Hand Cream 50ml,Hand Cream,Hand Care,40.97,22.1,127
428,Fresh Nail Strengthener 50ml,Nail Strengthener,Nail Care,15.69,10.76,118
429,Luxe Hand Cream 75ml,Hand Cream,Hand Care,27.69,17.52,134
430,Clarifying Foundation 50ml,Foundation,Makeup,6.91,3.22,127
431,Fresh Lip Balm 150ml,Lip Balm,Makeup,9.92,4.47,122
432,Clarifying Body Wash 50ml,Body Wash,Body Care,26.73,14.76,125
433,Silk Body Scrub 30ml,Body Scrub,Body Care,46.19,25.2,125
434,Bright Shampoo 200ml,Shampoo,Shampoo,25.05,14.6,102
435,Pure Foundation 75ml,Foundation,Makeup,110.65,72.54,134
436,Nourish Hair Serum 75ml,Hair Serum,Hair Treatment,30.98,12.78,119
437,Clarifying Hair Serum 75ml,Hair Serum,Hair Treatment,16.66,7.3,121
438,Luxe Face Cleanser 50ml,Face Cleanser,Face Care,12.72,6.9,95
439,Velvet Body Scrub 250ml,Body Scrub,Body Care,70.36,45.56,101
440,Calming Hand Cream 100ml,Hand Cream,Hand Care,31.37,20.86,108
441,Luxe Shampoo 200ml,Shampoo,Shampoo,10.89,6.44,118
442,Fresh Top Coat 50ml,Top Coat,Nail Care,9.71,4.59,114
443,Balance Hand Cream 100ml,Hand Cream,Hand Care,9.67,6.5,119
444,Radiant Nail Polish 50ml,Nail Polish,Nail Care,24.75,14.84,108
445,Bright Scalp Serum 75ml,Scalp Serum,Hair Treatment,4.88,2.38,130
446,Glow Conditioner 75ml,Conditioner,Conditioner,10.93,5.29,105
447,Repair Face Serum 100ml,Face Serum,Face Care,20.86,12.32,119
448,Pure Base Coat 75ml,Base Coat,Nail Care,16.81,7.13,99
449,Soothing Face Cleanser 250ml,Face Cleanser,Face Care,11.43,6.59,113
450,Nourish Hair Oil 250ml,Hair Oil,Hair Treatment,28.67,16.55,119
451,Silk Cuticle Oil 200ml,Cuticle Oil,Nail Care,28.55,13.68,106
452,Glow Hair Mask 30ml,Hair Mask,Hair Mask,13.83,7.44,122
453,Gentle Conditioner 150ml,Conditioner,Conditioner,10.75,6.68,133
454,Luxe Shampoo 30ml,Shampoo,Shampoo,32.84,17.7,127
455,Botanical Foundation 150ml,Foundation,Makeup,14.48,9.57,121
456,Balance Hair Oil 50ml,Hair Oil,Hair Treatment,16.63,9.35,125
457,Fresh Face Serum 30ml,Face Serum,Face Care,30.76,12.86,100
458,Bright Mascara 75ml,Mascara,Makeup,6.82,4.48,129
459,Calming Leave-in Treatment 200ml,Leave-in Treatment,Hair Treatment,10.86,7.04,112
460,Velvet Body Wash 75ml,Body Wash,Body Care,13.35,8.28,97
461,Repair Foundation 50ml,Foundation,Makeup,75.62,50.63,128
462,Soothing Body Wash 30ml,Body Wash,Body Care,6.04,3.71,124
463,Calming Dry Shampoo 250ml,Dry Shampoo,Shampoo,16.98,11.51,105
464,Luxe Hair Oil 30ml,Hair Oil,Hair Treatment,8.09,5.31,120
465,Nourish Nail Polish 250ml,Nail Polish,Nail Care,104.31,55.62,124
466,Repair Nail File 100ml,Nail File,Nail Tools,20.36,9.58,114
467,Luxe Hair Oil 30ml,Hair Oil,Hair Treatment,7.67,4.53,111
468,Clarifying Lip Balm 30ml,Lip Balm,Makeup,4.41,3.0,138
469,Hydra Top Coat 250ml,Top Coat,Nail Care,26.83,13.2,117
470,Radiant Hair Mask 50ml,Hair Mask,Hair Mask,19.19,8.9,106
471,Soothing Face Serum 75ml,Face Serum,Face Care,27.35,15.35,130
472,Soothing Body Lotion 200ml,Body Lotion,Body Care,7.35,4.95,111
473,Nourish Face Cleanser 30ml,Face Cleanser,Face Care,73.3,31.79,140
474,Radiant Nail File 100ml,Nail File,Nail Tools,17.56,11.62,101
475,Hydra Nail File 50ml,Nail File,Nail Tools,23.09,12.12,120
476,Balance Face Cleanser 50ml,Face Cleanser,Face Care,27.09,17.31,117
477,Revive Conditioner 75ml,Conditioner,Conditioner,17.85,10.6,121
478,Glow Nail Strengthener 30ml,Nail Strengthener,Nail Care,46.73,19.57,148
479,Hydra Shampoo 250ml,Shampoo,Shampoo,10.76,6.3,108
480,Radiant Nail Clippers 250ml,Nail Clippers,Nail Tools,37.26,17.73,137
481,Soothing Mascara 250ml,Mascara,Makeup,47.78,27.1,135
482,Gentle Hair Serum 30ml,Hair Serum,Hair Treatment,37.69,22.52,124
483,Soothing Body Lotion 50ml,Body Lotion,Body Care,51.8,31.5,123
484,Hydra Hair Mask 75ml,Hair Mask,Hair Mask,9.17,4.34,124
485,Botanical Nail Brush 250ml,Nail Brush,Nail Tools,24.47,13.49,112
486,Silk Nail Clippers 30ml,Nail Clippers,Nail Tools,22.96,14.93,118
487,Botanical Hand Cream 50ml,Hand Cream,Hand Care,17.46,7.04,104
488,Glow Hair Mask 75ml,Hair Mask,Hair Mask,27.15,18.21,106
489,Soothing Lipstick 100ml,Lipstick,Makeup,43.19,22.41,117
490,Soothing Nail Polish 250ml,Nail Polish,Nail Care,9.23,3.76,124
491,Balance Dry Shampoo 200ml,Dry Shampoo,Shampoo,6.26,3.95,130
492,Gentle Cuticle Oil 30ml,Cuticle Oil,Nail Care,13.96,9.73,125
493,Gentle Top Coat 250ml,Top Coat,Nail Care,2.25,1.08,119
494,Glow Lip Balm 150ml,Lip Balm,Makeup,15.56,7.97,128
495,Soothing Hand Cream 50ml,Hand Cream,Hand Care,51.61,31.05,126
496,Botanical Nail Brush 30ml,Nail Brush,Nail Tools,5.27,3.48,112
497,Radiant Base Coat 200ml,Base Coat,Nail Care,11.77,7.73,110
498,Pure Nail Polish 200ml,Nail Polish,Nail Care,6.62,2.88,129
499,Clarifying Body Wash 150ml,Body Wash,Body Care,22.59,9.22,95
500,Glow Top Coat 75ml,Top Coat,Nail Care,27.37,13.53,121
501,Clarifying Base Coat 150ml,Base Coat,Nail Care,16.73,10.18,130
502,Botanical Hair Serum 75ml,Hair Serum,Hair Treatment,9.51,6.01,105
503,Luxe Hand Cream 200ml,Hand Cream,Hand Care,19.15,8.27,107
504,Pure Leave-in Treatment 250ml,Leave-in Treatment,Hair Treatment,44.25,26.33,128
505,Glow Top Coat 75ml,Top Coat,Nail Care,33.51,22.71,120
506,Hydra Lipstick 100ml,Lipstick,Makeup,11.88,5.44,121
507,Calming Nail Polish 100ml,Nail Polish,Nail Care,12.69,6.85,122
508,Luxe Dry Shampoo 200ml,Dry Shampoo,Shampoo,12.41,8.47,138
509,Clarifying Body Lotion 30ml,Body Lotion,Body Care,24.35,10.41,124
510,Fresh Scalp Serum 250ml,Scalp Serum,Hair Treatment,5.44,3.67,106
511,Calming Dry Shampoo 30ml,Dry Shampoo,Shampoo,25.38,10.79,115
512,Velvet Leave-in Treatment 30ml,Leave-in Treatment,Hair Treatment,10.66,4.82,117
513,Gentle Dry Shampoo 30ml,Dry Shampoo,Shampoo,13.3,7.36,116
514,Clarifying Face Cleanser 100ml,Face Cleanser,Face Care,9.17,6.11,129
515,Gentle Shampoo 75ml,Shampoo,Shampoo,29.52,19.86,126
516,Botanical Face Cream 250ml,Face Cream,Face Care,10.24,5.76,134
517,Gentle Base Coat 30ml,Base Coat,Nail Care,7.63,4.31,128
518,Fresh Foundation 30ml,Foundation,Makeup,10.35,4.61,124
519,Bright Cuticle Oil 100ml,Cuticle Oil,Nail Care,6.92,3.23,121
520,Balance Toner 30ml,Toner,Face Care,32.76,22.42,139
521,Pure Top Coat 100ml,Top Coat,Nail Care,6.81,3.35,107
522,Revive Face Serum 150ml,Face Serum,Face Care,15.89,7.77,115
523,Pure Mascara 250ml,Mascara,Makeup,9.77,6.4,120
524,Glow Nail Brush 75ml,Nail Brush,Nail Tools,57.68,30.37,128
525,Glow Body Scrub 250ml,Body Scrub,Body Care,23.07,16.09,120
526,Soothing Leave-in Treatment 150ml,Leave-in Treatment,Hair Treatment,9.94,3.98,125
527,Balance Nail Strengthener 250ml,Nail Strengthener,Nail Care,18.86,8.16,106
528,Calming Toner 50ml,Toner,Face Care,7.94,4.59,125
529,Repair BB Cream 100ml,BB Cream,Face Care,28.14,11.29,129
530,Pure Base Coat 150ml,Base Coat,Nail Care,18.81,11.47,131
531,Nourish Dry Shampoo 50ml,Dry Shampoo,Shampoo,22.99,13.88,121
532,Bright Toner 75ml,Toner,Face Care,7.67,5.18,119
533,Luxe Body Lotion 150ml,Body Lotion,Body Care,5.44,2.83,120
534,Hydra Face Cleanser 100ml,Face Cleanser,Face Care,4.35,2.19,98
535,Bright Shampoo 30ml,Shampoo,Shampoo,4.62,2.96,115
536,Radiant Body Lotion 75ml,Body Lotion,Body Care,16.59,11.5,129
537,Velvet Hair Mask 50ml,Hair Mask,Hair Mask,76.51,40.06,117
538,Revive Top Coat 30ml,Top Coat,Nail Care,11.95,5.85,117
539,Clarifying Hair Serum 50ml,Hair Serum,Hair Treatment,10.35,7.15,125
540,Silk Lip Balm 200ml,Lip Balm,Makeup,15.75,9.09,130
541,Revive BB Cream 50ml,BB Cream,Face Care,8.77,5.39,117
542,Fresh BB Cream 150ml,BB Cream,Face Care,5.9,3.51,136
543,Balance Scalp Serum 75ml,Scalp Serum,Hair Treatment,9.74,5.43,106
544,Luxe Face Cleanser 100ml,Face Cleanser,Face Care,13.71,7.32,124
545,Soothing Scalp Serum 30ml,Scalp Serum,Hair Treatment,72.79,49.64,136
546,Calming Cuticle Oil 250ml,Cuticle Oil,Nail Care,11.12,5.98,128
547,Silk Scalp Serum 200ml,Scalp Serum,Hair Treatment,19.22,8.6,116
548,Balance Cuticle Oil 150ml,Cuticle Oil,Nail Care,5.49,2.44,121
549,Gentle Face Cleanser 100ml,Face Cleanser,Face Care,28.65,17.37,116
550,Botanical Face Cleanser 30ml,Face Cleanser,Face Care,9.1,5.81,110
551,Repair Blush 100ml,Blush,Makeup,6.66,2.89,113
552,Velvet Body Scrub 250ml,Body Scrub,Body Care,7.22,3.42,137
553,Repair Lipstick 30ml,Lipstick,Makeup,9.84,5.44,139
554,Glow Body Lotion 200ml,Body Lotion,Body Care,6.52,4.31,146
555,Botanical Foundation 200ml,Foundation,Makeup,20.76,10.65,139
556,Velvet Nail Brush 75ml,Nail Brush,Nail Tools,6.91,3.3,109
557,Calming Leave-in Treatment 250ml,Leave-in Treatment,Hair Treatment,27.57,13.27,116
558,Soothing Hair Serum 150ml,Hair Serum,Hair Treatment,10.95,6.05,116
559,Botanical Body Wash 150ml,Body Wash,Body Care,7.9,4.28,137
560,Hydra Scalp Serum 150ml,Scalp Serum,Hair Treatment,9.52,4.37,137
561,Silk Cuticle Oil 50ml,Cuticle Oil,Nail Care,7.3,3.32,120
562,Repair Nail File 250ml,Nail File,Nail Tools,16.73,8.03,118
563,Calming Body Scrub 100ml,Body Scrub,Body Care,10.63,5.21,115
564,Radiant Hair Serum 50ml,Hair Serum,Hair Treatment,40.01,23.86,106
565,Glow Conditioner 30ml,Conditioner,Conditioner,2.6,1.09,123
566,Hydra Body Wash 100ml,Body Wash,Body Care,41.87,24.69,122
567,Botanical Nail Strengthener 100ml,Nail Strengthener,Nail Care,9.6,4.73,108
568,Repair Dry Shampoo 50ml,Dry Shampoo,Shampoo,59.16,39.99,151
569,Balance Body Scrub 50ml,Body Scrub,Body Care,18.11,8.68,146
570,Hydra Hair Serum 150ml,Hair Serum,Hair Treatment,42.94,18.09,108
571,Luxe Base Coat 75ml,Base Coat,Nail Care,15.47,9.11,108
572,Calming Toner 250ml,Toner,Face Care,14.73,7.17,114
573,Soothing Scalp Serum 100ml,Scalp Serum,Hair Treatment,7.7,3.15,132
574,Silk Lip Balm 150ml,Lip Balm,Makeup,15.28,9.84,115
575,Silk Shampoo 75ml,Shampoo,Shampoo,7.39,3.74,121
576,Radiant Lipstick 150ml,Lipstick,Makeup,19.1,7.67,134
577,Pure Shampoo 30ml,Shampoo,Shampoo,18.71,11.34,118
578,Botanical Mascara 100ml,Mascara,Makeup,14.91,9.44,127
579,Soothing Hair Mask 200ml,Hair Mask,Hair Mask,44.24,22.33,126
580,Repair Face Serum 200ml,Face Serum,Face Care,24.49,12.99,101
581,Bright Scalp Serum 200ml,Scalp Serum,Hair Treatment,7.88,3.75,112
582,Fresh Body Wash 100ml,Body Wash,Body Care,25.91,15.77,121
583,Nourish Hair Mask 150ml,Hair Mask,Hair Mask,35.22,14.82,135
584,Silk Dry Shampoo 50ml,Dry Shampoo,Shampoo,2.42,1.32,117
585,Glow Face Cleanser 150ml,Face Cleanser,Face Care,6.91,4.52,104
586,Fresh Top Coat 50ml,Top Coat,Nail Care,11.3,5.0,105
587,Soothing Lipstick 250ml,Lipstick,Makeup,8.58,3.99,124
588,Luxe Nail Polish 75ml,Nail Polish,Nail Care,27.4,18.05,126
589,Pure Lip Balm 250ml,Lip Balm,Makeup,8.09,4.15,133
590,Pure Hand Cream 100ml,Hand Cream,Hand Care,7.42,5.18,115
591,Balance Nail Brush 30ml,Nail Brush,Nail Tools,19.91,12.1,123
592,Velvet Nail File 30ml,Nail File,Nail Tools,13.67,6.78,118
593,Radiant Nail File 100ml,Nail File,Nail Tools,40.37,20.49,101
594,Balance Conditioner 100ml,Conditioner,Conditioner,22.13,10.72,99
595,Radiant Hair Oil 50ml,Hair Oil,Hair Treatment,250.18,125.68,116
596,Hydra Shampoo 75ml,Shampoo,Shampoo,6.87,3.99,110
597,Radiant Body Wash 250ml,Body Wash,Body Care,4.84,3.35,136
598,Velvet Nail Clippers 250ml,Nail Clippers,Nail Tools,49.43,30.59,113
599,Glow Nail Polish 250ml,Nail Polish,Nail Care,191.21,112.45,140
600,Hydra Body Lotion 200ml,Body Lotion,Body Care,13.75,7.3,105
601,Pure Body Wash 150ml,Body Wash,Body Care,12.75,5.17,121
602,Soothing Leave-in Treatment 30ml,Leave-in Treatment,Hair Treatment,18.21,10.08,103
603,Hydra Shampoo 75ml,Shampoo,Shampoo,8.31,5.19,120
604,Botanical Nail Brush 100ml,Nail Brush,Nail Tools,3.47,1.79,120
605,Clarifying Face Serum 75ml,Face Serum,Face Care,19.97,13.12,112
606,Calming Mascara 150ml,Mascara,Makeup,16.57,8.43,118
607,Calming BB Cream 75ml,BB Cream,Face Care,5.44,2.34,109
608,Clarifying Nail Polish 250ml,Nail Polish,Nail Care,10.04,5.52,140
609,Silk Body Lotion 50ml,Body Lotion,Body Care,5.34,2.74,113
610,Repair Hair Mask 75ml,Hair Mask,Hair Mask,22.14,11.4,123
611,Soothing Hair Mask 250ml,Hair Mask,Hair Mask,16.09,9.86,121
612,Calming Cuticle Oil 100ml,Cuticle Oil,Nail Care,18.72,7.91,116
613,Hydra Body Wash 75ml,Body Wash,Body Care,24.93,17.23,107
614,Gentle Leave-in Treatment 50ml,Leave-in Treatment,Hair Treatment,39.53,26.02,125
615,Hydra Scalp Serum 200ml,Scalp Serum,Hair Treatment,18.96,11.32,124
616,Revive BB Cream 75ml,BB Cream,Face Care,26.9,17.93,138
617,Nourish Foundation 200ml,Foundation,Makeup,70.47,46.57,109
618,Calming Face Cream 30ml,Face Cream,Face Care,35.63,22.92,121
619,Velvet Lip Balm 30ml,Lip Balm,Makeup,19.58,11.3,111
620,Radiant Body Lotion 30ml,Body Lotion,Body Care,18.64,9.8,137
621,Glow Face Cream 250ml,Face Cream,Face Care,8.47,3.91,135
622,Botanical Hand Cream 150ml,Hand Cream,Hand Care,9.8,4.61,123
623,Gentle Leave-in Treatment 150ml,Leave-in Treatment,Hair Treatment,15.2,6.82,114
624,Revive Lipstick 150ml,Lipstick,Makeup,12.39,6.6,115
625,Luxe Face Serum 200ml,Face Serum,Face Care,74.32,47.01,137
626,Silk Hair Serum 200ml,Hair Serum,Hair Treatment,22.16,14.07,112
627,Revive Lipstick 200ml,Lipstick,Makeup,20.75,14.34,124
628,Calming Body Lotion 75ml,Body Lotion,Body Care,42.04,27.64,117
629,Nourish Body Scrub 100ml,Body Scrub,Body Care,19.04,8.96,126
630,Calming Nail Polish 50ml,Nail Polish,Nail Care,13.19,8.95,138
631,Repair Hair Oil 150ml,Hair Oil,Hair Treatment,20.22,9.04,121
632,Pure Hair Oil 250ml,Hair Oil,Hair Treatment,22.76,11.26,120
633,Botanical Nail Clippers 100ml,Nail Clippers,Nail Tools,50.41,26.69,116
634,Calming Conditioner 250ml,Conditioner,Conditioner,5.55,3.53,105
635,Revive Blush 50ml,Blush,Makeup,9.1,4.04,113
636,Radiant Body Scrub 75ml,Body Scrub,Body Care,15.51,7.39,126
637,Silk Hair Oil 75ml,Hair Oil,Hair Treatment,34.81,19.13,111
638,Radiant Base Coat 50ml,Base Coat,Nail Care,30.87,18.14,110
639,Clarifying Foundation 200ml,Foundation,Makeup,17.93,7.24,115
640,Silk Cuticle Oil 30ml,Cuticle Oil,Nail Care,37.17,18.96,139
641,Clarifying Conditioner 150ml,Conditioner,Conditioner,9.59,4.7,119
642,Glow Body Wash 50ml,Body Wash,Body Care,74.19,41.59,122
643,Bright Toner 50ml,Toner,Face Care,8.43,4.39,131
644,Pure Lip Balm 250ml,Lip Balm,Makeup,4.17,1.89,119
645,Fresh Face Cream 100ml,Face Cream,Face Care,26.69,11.89,117
646,Velvet Dry Shampoo 100ml,Dry Shampoo,Shampoo,5.22,2.56,128
647,Soothing Hair Oil 200ml,Hair Oil,Hair Treatment,10.95,4.39,121
648,Nourish Toner 30ml,Toner,Face Care,14.67,8.74,123
649,Gentle Body Lotion 250ml,Body Lotion,Body Care,22.92,10.5,117
650,Gentle Mascara 75ml,Mascara,Makeup,36.98,16.43,132
651,Bright Face Cleanser 100ml,Face Cleanser,Face Care,5.59,3.89,126
652,Balance Nail Strengthener 75ml,Nail Strengthener,Nail Care,6.68,2.75,120
653,Revive Conditioner 50ml,Conditioner,Conditioner,252.35,110.13,117
654,Bright Nail Clippers 200ml,Nail Clippers,Nail Tools,13.89,6.58,123
655,Gentle Hair Mask 200ml,Hair Mask,Hair Mask,4.42,2.37,121
656,Nourish Nail File 150ml,Nail File,Nail Tools,7.34,4.75,122
657,Revive Mascara 150ml,Mascara,Makeup,10.78,5.22,118
658,Pure Nail Strengthener 250ml,Nail Strengthener,Nail Care,16.51,11.25,143
659,Luxe Hair Oil 200ml,Hair Oil,Hair Treatment,42.69,19.98,115
660,Pure Toner 150ml,Toner,Face Care,60.77,28.46,134
661,Gentle Blush 200ml,Blush,Makeup,8.5,5.39,139
662,Gentle Dry Shampoo 50ml,Dry Shampoo,Shampoo,10.44,5.45,111
663,Fresh Shampoo 150ml,Shampoo,Shampoo,18.52,10.21,123
664,Fresh Top Coat 150ml,Top Coat,Nail Care,9.2,3.78,119
665,Hydra Toner 100ml,Toner,Face Care,42.7,22.38,102
666,Luxe Hair Mask 50ml,Hair Mask,Hair Mask,118.32,66.46,129
667,Fresh Face Serum 50ml,Face Serum,Face Care,16.73,8.46,125
668,Hydra Face Serum 30ml,Face Serum,Face Care,21.39,12.79,122
669,Velvet Hair Serum 30ml,Hair Serum,Hair Treatment,10.29,5.83,104
670,Radiant Toner 100ml,Toner,Face Care,21.51,13.34,112
671,Pure Scalp Serum 100ml,Scalp Serum,Hair Treatment,7.04,4.5,110
672,Gentle Scalp Serum 250ml,Scalp Serum,Hair Treatment,7.7,4.68,115
673,Nourish Hair Oil 30ml,Hair Oil,Hair Treatment,3.84,1.87,104
674,Pure Body Lotion 200ml,Body Lotion,Body Care,31.59,15.0,108
675,Calming Leave-in Treatment 75ml,Leave-in Treatment,Hair Treatment,49.95,28.6,104
676,Hydra Nail File 75ml,Nail File,Nail Tools,37.51,24.94,105
677,Hydra Hair Mask 200ml,Hair Mask,Hair Mask,17.73,8.84,125
678,Botanical BB Cream 150ml,BB Cream,Face Care,12.8,7.69,132
679,Radiant Lipstick 30ml,Lipstick,Makeup,15.27,9.57,130
680,Balance Face Cream 30ml,Face Cream,Face Care,7.28,4.33,128
681,Hydra BB Cream 250ml,BB Cream,Face Care,34.91,17.39,125
682,Botanical Cuticle Oil 250ml,Cuticle Oil,Nail Care,38.04,24.74,146
683,Soothing Leave-in Treatment 150ml,Leave-in Treatment,Hair Treatment,7.03,4.66,127
684,Silk Nail Polish 50ml,Nail Polish,Nail Care,7.79,5.41,119
685,Calming Body Lotion 50ml,Body Lotion,Body Care,5.69,2.53,106
686,Revive Leave-in Treatment 150ml,Leave-in Treatment,Hair Treatment,13.41,6.63,123
687,Balance Hair Serum 150ml,Hair Serum,Hair Treatment,16.16,9.94,114
688,Luxe BB Cream 100ml,BB Cream,Face Care,17.34,8.35,124
689,Velvet Blush 200ml,Blush,Makeup,5.66,3.04,130
690,Soothing Top Coat 150ml,Top Coat,Nail Care,9.16,4.79,127
691,Revive Scalp Serum 50ml,Scalp Serum,Hair Treatment,9.17,5.29,104
692,Repair Nail File 250ml,Nail File,Nail Tools,29.51,13.43,108
693,Botanical Foundation 150ml,Foundation,Makeup,7.41,4.28,116
694,Balance Body Lotion 150ml,Body Lotion,Body Care,17.18,9.02,132
695,Luxe Cuticle Oil 100ml,Cuticle Oil,Nail Care,9.33,5.28,112
696,Calming Hair Serum 250ml,Hair Serum,Hair Treatment,14.11,8.02,114
697,Luxe Conditioner 100ml,Conditioner,Conditioner,35.04,21.38,120
698,Balance Nail Clippers 75ml,Nail Clippers,Nail Tools,6.1,3.28,101
699,Gentle Dry Shampoo 150ml,Dry Shampoo,Shampoo,2.04,1.37,108
700,Pure Conditioner 250ml,Conditioner,Conditioner,5.64,3.06,108
701,Radiant Body Scrub 250ml,Body Scrub,Body Care,22.96,11.59,106
702,Balance Leave-in Treatment 150ml,Leave-in Treatment,Hair Treatment,6.31,2.86,130
703,Calming Top Coat 30ml,Top Coat,Nail Care,9.3,5.44,128
704,Silk Nail Polish 50ml,Nail Polish,Nail Care,23.64,15.59,111
705,Luxe Nail File 250ml,Nail File,Nail Tools,31.28,20.47,118
706,Balance Hair Serum 100ml,Hair Serum,Hair Treatment,37.57,18.95,123
707,Clarifying Body Lotion 150ml,Body Lotion,Body Care,25.62,14.65,120
708,Silk Hair Serum 75ml,Hair Serum,Hair Treatment,6.68,4.24,101
709,Clarifying Hair Oil 200ml,Hair Oil,Hair Treatment,59.44,38.46,120
710,Luxe Foundation 200ml,Foundation,Makeup,7.73,5.13,127
711,Clarifying Scalp Serum 250ml,Scalp Serum,Hair Treatment,9.89,4.74,111
712,Luxe Face Serum 75ml,Face Serum,Face Care,16.37,7.3,133
713,Clarifying Shampoo 50ml,Shampoo,Shampoo,20.55,12.62,115
714,Gentle Toner 100ml,Toner,Face Care,51.98,33.56,125
715,Balance Lipstick 250ml,Lipstick,Makeup,9.91,4.15,124
716,Bright BB Cream 50ml,BB Cream,Face Care,22.29,11.76,127
717,Soothing Lipstick 200ml,Lipstick,Makeup,9.96,4.26,128
718,Pure Hair Mask 75ml,Hair Mask,Hair Mask,59.5,32.73,120
